@relation zz

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute fea1 {0,1}
@attribute fea2 {0,1}
@attribute fea3 {0,1}
@attribute fea4 {0,1}
@attribute fea5 {0,1}
@attribute fea6 {0,1}
@attribute fea7 {0,1}
@attribute fea8 {0,1}
@attribute fea9 {0,1}
@attribute fea10 {0,1}
@attribute fea11 {0,1}
@attribute fea12 {0,1}
@attribute fea13 {0,1}
@attribute fea14 {0,1}

@data
-0.08340349999999999,-0.1638615,-0.1494495,-0.041685,0.042816,0.112285,0.1197845,0.054394,0.005160499999999998,-0.0419235,-0.0823205,-0.0348175,0.0574755,0.101423,0.1032185,0.0766615,0.041149,-0.1103855,-0.1479415,-0.0886555,-0.09283749999999999,-0.0052179999999999935,0.099387,0.1270175,0.1172425,0.096902,0.107977,0.0967315,0.104707,0.060188,-0.06551299999999999,-0.043990999999999995,0.010515,0.016007,0.103784,0.1803765,0.1575575,0.0647295,0.0083905,0.025967999999999998,0.096885,0.138913,0.023417999999999994,-0.07904549999999999,-0.0851025,-0.077077,-5.464999999999984E-4,0.02886,0.014364499999999999,0.0414785,0.072403,0.068379,0.0276065,0.039698,0.06209,-0.014484000000000004,-0.0842585,0.017255,-0.025366,-0.190367,-0.115624,0.002173999999999999,0.02804,0.016452500000000002,-0.080066,-0.0860545,-0.06764500000000001,-0.0253255,-0.067116,-0.0770925,-0.032908999999999994,0.0377165,0.173659,0.161122,0.1853215,0.173088,-0.010595000000000007,-0.15448050000000002,-0.064056,-0.0047285,-0.0234635,-0.023530000000000002,-0.031144500000000002,-0.021673,0.007398,0.0024525,-0.016811,-0.023713,-0.021956000000000003,-0.0245995,-0.017207,-0.0174,-0.0096865,-0.003405,-0.013617500000000001,-0.0146415,-0.0128855,-0.005168,-0.0158225,-0.025183999999999998,0.005907000000000001,0.07742399999999999,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.0460385,-0.0435535,-0.0767435,-0.0312355,0.0205715,0.009266499999999999,-0.0542565,-0.079231,-0.048398000000000004,-0.1157855,-0.1125945,-0.08286400000000001,-0.1076825,-0.079179,-0.0849885,-0.0473175,-0.047347,-0.0217165,0.015429,-3.35E-4,0.0354195,0.06384000000000001,0.022471,-0.0031719999999999995,-0.054955,-0.12599749999999998,-0.10181899999999999,0.0017100000000000032,-0.050152999999999996,-0.13132,-0.07138800000000001,0.0174985,0.1133255,0.115513,-0.0126345,-0.099205,-0.030809,-0.0532985,-0.025738499999999997,0.2125785,0.12713,-0.081743,-0.013358499999999995,0.0312935,-0.0372335,-0.0332065,-0.016796,-0.015544499999999998,0.015953000000000002,0.00927,0.028692500000000003,0.0437745,0.040244,0.037914,-0.0034564999999999978,-0.010298499999999999,0.021087500000000002,0.030157000000000003,0.0314095,2.5400000000000075E-4,-0.0306665,-0.084921,0.12809800000000002,0.2054505,0.103766,0.0800185,0.005959499999999998,-0.027364500000000003,0.03565549999999999,0.07059449999999999,0.005712999999999999,-0.007375,-0.0629035,-0.059283,-0.022145500000000002,-0.0296975,-0.0259325,-0.010729,-0.048784,-0.061249,-0.0599385,-0.011445999999999998,0.0305845,0.0968275,0.30237800000000004,0.16510000000000002,-0.090471,-0.06299199999999999,-0.0409975,-0.023077,-0.032723999999999996,-0.058969499999999994,-0.022118,0.0176995,-0.029046,0.012656,0.080832,0.039053000000000004,-0.018002,-0.05252,-0.0606145,-0.0312985,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.455829,0.347754,0.1907565,0.0497,0.0026375,-0.006333,0.0036955,-0.013510000000000001,-0.0325565,-0.0325115,-0.013125000000000001,-0.030321000000000004,0.03319849999999999,0.0630915,-7.454999999999996E-4,0.010291999999999999,0.0053145,-0.008495,-0.032415,-0.0485315,-0.0692655,-0.0735595,-0.0455625,-9.390000000000006E-4,-0.033305,-0.07101550000000001,-0.06465499999999999,-0.0522175,-0.064765,-0.08777850000000001,-0.087049,-0.08531949999999999,-0.056568,-0.0592225,-0.06407399999999999,-0.0497245,-0.038072999999999996,-0.041864,-0.0172345,-0.0384205,-0.074716,-0.008926,0.033995,-0.020235500000000003,-0.048361,-0.044829999999999995,-0.060897999999999994,-0.046696,-0.0078325,0.057736499999999996,0.06859699999999999,0.040398,-0.0208945,-0.015486,0.026487,0.0095855,0.028095500000000002,0.003992500000000001,-0.030594999999999997,-0.0021894999999999987,0.039047,0.0175875,-0.0091235,-0.0244955,-0.0235985,0.016842,4.1949999999999973E-4,-0.0202075,-0.0049535,-7.075E-4,0.0032845,-0.06655499999999999,-0.117196,-0.0756185,-0.027136,-0.0230975,-0.0247285,-3.6050000000000003E-4,-0.040930499999999995,-0.09025749999999999,0.025757000000000002,0.070522,0.061639,0.049183000000000004,-0.0018565000000000005,0.0027805,-0.0576325,-0.097775,0.017447999999999998,0.0189405,0.020035999999999998,0.12524849999999998,0.1031755,0.0256725,-0.067201,-0.049316,-0.010586,0.14818399999999998,0.1401625,-6.715000000000002E-4,-0.0199275,-0.0944585,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.061752,0.001075,0.034996,0.058383000000000004,-0.003477499999999998,0.011609500000000002,0.033508,0.035884,0.070811,0.024578500000000003,0.0162555,0.062975,0.035185,0.0014935,-0.029473,0.008921499999999999,0.036844499999999995,0.008488,0.02869,0.0323515,0.052337999999999996,0.14493050000000002,0.2010945,0.0960385,0.012496,-0.0020965000000000003,-0.0156585,0.033687,0.0143665,-0.0725995,-0.075938,0.0821,0.19652399999999998,0.1580605,0.1076645,0.08799799999999999,0.079671,0.0815885,0.0675595,0.023195,0.043256,0.0664685,-0.028229499999999998,-0.044622499999999996,0.011692,0.0213355,0.004714000000000003,-0.070358,-0.037111,-0.01931,-0.0496365,-0.0633795,-0.06432550000000001,-0.072703,-0.0889765,-0.1354725,-0.14142549999999998,-0.057335,-0.0753585,-0.036774499999999995,-0.0198845,-0.091377,-0.024247,0.0315125,0.0451275,-0.014425,-0.098254,-0.042102999999999995,0.06444849999999999,0.13959349999999998,0.1327785,0.0807665,0.019956500000000002,-0.0610785,-0.0733955,-0.066116,-0.0994115,-0.133269,0.07403749999999999,0.321417,0.12334750000000001,-0.07558999999999999,-0.034203,-0.024876,-0.040411,-0.0595415,-0.043004,-0.0154785,-0.0642675,-0.104599,-0.093063,-0.0860615,-0.0864365,0.058272500000000005,0.062319,0.0604445,0.1746815,0.062137000000000005,-0.051345499999999995,-0.081717,-0.06956999999999999,-0.046903,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.024545499999999998,-0.031214500000000003,0.005766,0.016404000000000002,0.0206195,0.042249499999999995,0.0297545,-0.0344655,-0.032254500000000005,-0.0352465,-0.048942,-0.008521999999999998,-0.018633499999999997,-0.040059,-0.0401835,0.0587935,0.045718,0.052983999999999996,0.0513905,0.005943499999999999,0.0081215,0.0178975,0.023253,-0.017493,-0.10813149999999999,-0.137938,-0.10850850000000001,0.1064185,0.10978299999999999,-0.1348465,-0.140519,-0.134299,-0.115595,-0.10505,-0.147202,-0.155198,-0.13061899999999999,-0.207772,-0.228799,-0.0565475,0.011596500000000001,-0.073565,-0.097264,-0.1164825,-0.16087200000000001,-0.139272,-0.1066405,-0.0365735,0.0197865,0.042637,0.07273550000000001,0.05952,-0.0033434999999999993,0.002360000000000001,0.033858,0.040488500000000004,0.0744625,0.119572,0.111157,0.086447,0.099332,0.0809545,0.11572299999999999,0.009983499999999992,-0.053618,-0.021655999999999998,-0.0228985,0.060995499999999994,0.10386899999999999,0.143692,0.142382,0.013093500000000001,-0.0809165,-0.044166500000000004,0.027084999999999998,0.0547845,0.07406599999999999,0.101952,0.055729,0.051648,0.1321325,0.057300000000000004,0.027447000000000003,0.034464,-0.050977999999999996,-0.019414499999999998,-0.025801499999999998,-0.0672075,-0.0758075,-0.0823915,-0.0712995,-0.018903500000000004,-0.018402500000000002,-0.008058,-0.006429000000000001,-0.014581000000000002,0.028853999999999998,-0.0101825,-0.013389,-0.019145500000000003,-0.048349500000000004,0.016337000000000004,0,0,1,1,1,1,0,0,0,0,0,0,0,0
-0.0101575,-0.023352499999999998,-0.0436375,-0.040945,-0.06561449999999999,-0.074361,-0.056443499999999994,-0.0510115,-0.018403000000000003,3.7249999999999957E-4,-0.010062999999999999,0.007007000000000003,0.0392265,0.048605999999999996,0.022383499999999997,0.033946500000000004,0.037711,0.008558,0.0260015,0.0535655,0.039181,-0.0057985,0.010035,0.006289,0.0131065,0.08008,0.098314,0.059995999999999994,0.085173,0.1243805,0.128232,0.03514350000000001,-0.118194,-0.17967,-0.133812,-0.0381495,0.001439,-0.0091355,-0.0206655,-0.029795500000000003,-0.004231500000000001,0.0394765,-0.023436500000000002,-0.043397500000000006,0.020626,0.0323225,0.0092775,-0.016259,-0.038837500000000004,-0.07305249999999999,-0.076435,-0.0536205,0.0330525,0.005209999999999999,-0.037027000000000004,-0.0037610000000000005,-0.036810999999999997,-0.0331025,0.0210255,0.0265495,-0.0067885,0.010757000000000001,-0.026909000000000002,0.11351699999999999,0.290568,0.2982145,0.296126,0.08725050000000001,-0.1198325,-0.135682,-0.178328,-0.1140565,0.005445,0.0297985,0.063312,0.0740825,0.0503515,0.0274975,0.002776500000000001,-0.025885,-0.01388,-0.08075399999999999,-0.0334115,0.133465,0.177215,0.0664675,-0.034683000000000005,-0.07761799999999999,-0.010020000000000001,0.11386550000000001,-0.03433099999999999,-0.1084775,-0.1184595,-0.126038,-0.019919,-0.013064,-0.0424045,0.0338705,0.1196715,0.0562695,0.0466175,0.0521975,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.025563999999999996,0.0234705,0.0035180000000000003,0.029078,0.1218345,0.11118900000000001,0.055286,0.051235499999999996,0.0397405,0.07234299999999999,0.0769905,0.0329275,0.090824,0.144781,0.120665,0.0856935,-0.016116,-0.160579,-0.1073735,-0.024233499999999998,-0.001803,0.053121,0.0584285,0.037772,0.029826000000000002,-0.026004,-0.02069,-0.0114825,-0.042654,-0.0501875,-0.032712000000000005,0.0167215,0.047333,0.061547,0.0690095,0.07182050000000001,0.05301,0.017976,0.09149149999999999,0.0606805,-0.026722,0.018369999999999997,-0.0714075,-0.11599699999999999,-0.0836615,-0.1010615,-0.044503999999999995,-0.0068895,0.049439,0.091223,0.055056499999999994,0.0313125,-0.064139,-0.08479450000000001,0.002208,9.130000000000006E-4,0.0320115,0.070645,0.015128,-0.108448,-0.1551035,-0.024723500000000002,0.011459499999999997,0.059992500000000004,0.0418955,-0.016504000000000005,0.004476499999999998,0.0382285,0.0538555,-0.059647000000000006,-0.070623,0.026637000000000004,0.090603,0.0917545,0.029361500000000002,-0.0100805,-0.09905599999999999,-0.19515149999999998,-0.0826915,0.015663999999999997,-0.05376450000000001,-0.1084585,0.052571,0.049215999999999996,-0.1034525,0.012287999999999993,0.157449,0.213745,0.22699799999999998,0.203741,0.04510499999999999,-0.0301825,-0.031663,-0.053312,0.0136885,0.0318965,0.0348715,-0.034119500000000004,-0.1016135,-0.1097055,-0.1044215,-0.1213565,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.088039,-0.10076550000000001,-0.11575,-0.1438295,-0.149386,-0.1327395,-0.161607,-0.17528349999999998,-0.0796325,-0.053751999999999994,-0.10488249999999999,-0.1252855,-0.11812700000000001,-0.1090055,-0.111965,-0.024655999999999997,-0.0244645,-0.005104000000000001,0.063863,0.0451195,0.0167725,0.0027885,-0.040239,-0.0756715,-0.048208,-0.046315,-0.045096000000000004,-5.125000000000008E-4,-0.0189075,-0.029218499999999998,0.0220335,0.0903235,0.12623,0.0894465,0.016212999999999998,-0.0096865,0.0123835,0.027387,0.032771,0.025447,0.0214855,-0.0049645,0.013583999999999999,0.043928,-0.0107415,-0.039658,-0.013957500000000001,-0.0019745,0.022801500000000002,0.10760549999999999,0.171097,0.209596,0.06729399999999999,0.07470450000000001,0.23509750000000001,0.104046,-0.0111885,-0.089965,-0.099592,-0.054498,-0.048701999999999995,-0.0120335,-0.025275000000000002,-0.06421750000000001,-0.024236,0.0390025,0.0408485,0.066832,0.026978000000000002,-0.066843,-0.0553675,-0.0105355,0.0030340000000000002,0.013892499999999999,-0.07401250000000001,-0.117565,-0.0113545,0.019579000000000003,-0.0376365,-0.0489935,0.0726075,0.138018,0.0919845,0.046881000000000006,-0.066554,-0.153481,-0.122425,-0.058267,0.06891050000000001,0.1687385,0.0978365,0.0190115,0.1002535,0.050495,-0.1040335,-0.059338499999999995,0.0774735,0.12466050000000001,-0.02285299999999999,-0.0878765,-0.0956555,-0.1033655,1,0,1,1,0,0,0,0,0,0,0,1,1,0
0.1569045,0.144685,0.1717615,0.17442649999999998,0.189031,0.1497175,0.156076,0.180085,0.108537,0.15167799999999998,0.200405,0.133571,0.14767750000000002,0.185929,0.1886915,0.1617375,0.12346199999999999,0.097257,0.004225,-0.012263,-0.0022179999999999995,-0.029052500000000002,-0.044341000000000005,-0.040972,-0.0578645,-0.0661415,-0.06312,-0.0854525,-0.0789445,-0.0593335,-0.032454500000000004,0.0116535,0.010714,-0.015863500000000003,-0.008508,-0.009230499999999999,0.008383,0.037722,0.0230905,0.0049525,0.0195315,0.019624,0.0491665,0.10100100000000001,0.101786,0.104101,0.037129499999999996,-0.0398945,-0.044650999999999996,-0.0545285,-0.051860500000000004,-0.051412,-0.0418645,-0.0357265,-0.031504000000000004,-0.042884,-0.051577,-0.0659545,-0.061789,-0.0628775,-0.0712805,-0.05284,-0.0711905,-0.0958045,-0.0721795,-0.192641,-0.174798,-0.050048999999999996,-0.195493,-0.1771085,-0.057895,-0.0240835,-0.018873,-0.021143000000000002,-0.0074535,-0.0629405,-0.050763,0.020695,0.008774500000000001,-0.0186545,-0.0353145,-0.036629999999999996,-0.0436555,-0.0352595,-0.0128745,-0.015869499999999998,-0.027939,-0.0288605,-0.032719,-0.0437645,-0.0345615,-0.024653500000000002,-0.0206895,-0.022072500000000002,0.023857500000000004,0.025592500000000004,-0.009915,0.127721,0.11136949999999998,-0.0278505,-0.009672,0.042492,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.0331235,-0.0453015,-0.037004999999999996,0.017896,0.0811675,0.087685,0.1052235,0.1071165,-0.0036419999999999994,-0.028684499999999998,0.008769,0.047351500000000005,0.088442,0.042672,0.0955635,0.0741535,-0.0120135,-0.047751,-0.090338,-0.08627699999999999,0.008617,0.09813549999999999,0.054554,-0.018501999999999998,-0.066814,-0.09727050000000001,-0.0800495,-0.0560615,-0.1275425,-0.15037499999999998,-0.127493,0.018177,0.14165899999999998,0.11716,0.15147549999999999,0.1334165,0.07941100000000001,0.0175205,-0.023791,0.051339499999999996,0.1521545,-0.060402,-0.148527,0.020314,8.079999999999997E-4,-0.0098165,0.008753,0.029308999999999998,0.107005,0.11141000000000001,0.0457355,-0.013406999999999999,-0.1074245,-0.12024599999999999,-0.0902665,-0.0757035,0.025724000000000004,0.0594685,-0.058675000000000005,-0.056846,-0.024229,-0.0348725,0.036126000000000005,0.008899500000000005,-0.0514585,-0.099875,-0.097691,-0.07503850000000001,0.015220999999999998,0.045143,0.0160655,0.08465349999999999,0.084209,0.02073,-0.08475850000000001,-0.106466,-0.039379,-0.078504,-0.107466,-0.0642765,-0.0238465,0.10043250000000001,0.0288915,0.046643500000000004,0.134056,-0.008735999999999997,-0.081848,-0.035013,0.0864275,0.13242700000000002,0.0433035,-0.0338165,-0.0697365,0.029344499999999996,0.035926999999999994,-0.005804500000000004,-0.007822500000000003,-0.055176,-0.043354000000000004,-0.0875,-0.092933,-0.0248955,0,0,1,1,0,0,0,0,0,0,0,1,1,0
