@relation zz

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute fea1 {0,1}
@attribute fea2 {0,1}
@attribute fea3 {0,1}
@attribute fea4 {0,1}
@attribute fea5 {0,1}
@attribute fea6 {0,1}
@attribute fea7 {0,1}
@attribute fea8 {0,1}
@attribute fea9 {0,1}
@attribute fea10 {0,1}
@attribute fea11 {0,1}
@attribute fea12 {0,1}
@attribute fea13 {0,1}
@attribute fea14 {0,1}

@data
-0.12363249999999999,-0.1566555,-0.09556725,5.655E-4,0.0775505,0.11603474999999999,0.08708925,0.029777249999999998,-0.018381500000000002,-0.062122000000000004,-0.058569,0.011328999999999999,0.07944925,0.10232075,0.08993999999999999,0.05890524999999999,-0.03461825,-0.1291635,-0.1182985,-0.0907465,-0.049027749999999995,0.0470845,0.11320225,0.12213,0.10707225000000001,0.1024395,0.10235425000000001,0.10071925,0.08244749999999999,-0.0026624999999999947,-0.054751999999999995,-0.016737999999999996,0.013261,0.059895500000000004,0.14208025,0.16896699999999998,0.11114349999999999,0.036559999999999995,0.01717925,0.061426499999999995,0.117899,0.0811655,-0.027813749999999998,-0.082074,-0.08108975,-0.038811750000000006,0.014156750000000001,0.02161225,0.027921500000000002,0.05694075,0.070391,0.04799275,0.033652249999999995,0.050893999999999995,0.023802999999999998,-0.049371250000000005,-0.03350175,-0.0040555,-0.1078665,-0.1529955,-0.056725000000000005,0.015106999999999999,0.022246250000000002,-0.031806749999999995,-0.08306025,-0.07684975000000001,-0.046485250000000006,-0.04622075,-0.07210425,-0.055000749999999994,0.002403750000000003,0.10568775,0.1673905,0.17322175,0.17920475,0.0812465,-0.08253775000000002,-0.10926825000000001,-0.03439225,-0.014096000000000001,-0.023496750000000004,-0.02733725,-0.02640875,-0.007137500000000001,0.00492525,-0.00717925,-0.020262000000000002,-0.0228345,-0.02327775,-0.020903249999999998,-0.0173035,-0.01354325,-0.00654575,-0.008511250000000001,-0.0141295,-0.0137635,-0.00902675,-0.01049525,-0.02050325,-0.009638499999999998,0.041665499999999994,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.044796,-0.06014850000000001,-0.0539895,-0.005332,0.014918999999999998,-0.022495,-0.06674374999999999,-0.0638145,-0.08209175,-0.11419,-0.09772925,-0.09527325,-0.09343075,-0.08208375,-0.06615299999999999,-0.04733225,-0.03453175,-0.00314375,0.007547,0.01754225,0.04962975,0.043155500000000006,0.009649500000000002,-0.0290635,-0.09047625,-0.11390824999999999,-0.050054499999999995,-0.024221499999999997,-0.0907365,-0.101354,-0.026944750000000003,0.065412,0.11441925,0.051439250000000006,-0.055919750000000004,-0.065007,-0.04205375,-0.0395185,0.09342,0.16985424999999998,0.0226935,-0.047550749999999996,0.008967500000000003,-0.0029700000000000004,-0.03522,-0.02500125,-0.016170249999999997,2.0425000000000217E-4,0.012611500000000001,0.01898125,0.0362335,0.04200925,0.039079,0.01722875,-0.006877499999999998,0.005394500000000002,0.025622250000000003,0.03078325,0.01583175,-0.01520625,-0.05779375,0.02158850000000001,0.16677425,0.15460825,0.09189225000000001,0.042989,-0.010702500000000004,0.004145499999999995,0.05312499999999999,0.03815374999999999,-8.310000000000001E-4,-0.03513925,-0.06109325,-0.04071425,-0.0259215,-0.027815,-0.01833075,-0.0297565,-0.055016499999999996,-0.06059375,-0.035692249999999995,0.009569250000000001,0.063706,0.19960275000000002,0.23373900000000003,0.037314500000000014,-0.0767315,-0.05199474999999999,-0.03203725,-0.027900499999999998,-0.04584674999999999,-0.040543749999999996,-0.0022092499999999994,-0.0056732499999999995,-0.008195,0.046744,0.0599425,0.010525500000000002,-0.035261,-0.05656725,-0.0459565,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.40179149999999997,0.26925525,0.12022825,0.02616875,-0.00184775,-0.00131875,-0.00490725,-0.02303325,-0.032534,-0.022818249999999998,-0.021723000000000003,0.0014387499999999939,0.04814499999999999,0.031173,0.00477325,0.007803249999999999,-0.0015902500000000005,-0.020455,-0.04047325,-0.05889849999999999,-0.07141249999999999,-0.059561,-0.02325075,-0.017122000000000002,-0.052160250000000005,-0.06783525,-0.058436249999999995,-0.05849125,-0.07627175,-0.08741375000000001,-0.08618424999999999,-0.07094375,-0.057895249999999995,-0.061648249999999995,-0.05689925,-0.04389875,-0.0399685,-0.02954925,-0.0278275,-0.05656825,-0.041821000000000004,0.012534499999999999,0.006879749999999997,-0.03429825,-0.0465955,-0.052863999999999994,-0.053797,-0.02726425,0.024952,0.06316675,0.0544975,0.009751750000000002,-0.018190249999999998,0.0055005,0.01803625,0.018840500000000003,0.016044000000000003,-0.013301249999999997,-0.016392249999999997,0.01842875,0.02831725,0.004232,-0.016809499999999998,-0.024047,-0.003378250000000001,0.00863075,-0.009894,-0.0125805,-0.0028304999999999997,0.0012885000000000001,-0.03163525,-0.0918755,-0.09640725,-0.05137725,-0.02511675,-0.023913,-0.0125445,-0.020645499999999997,-0.06559399999999999,-0.032250249999999994,0.0481395,0.0660805,0.055411,0.023663250000000004,4.6199999999999974E-4,-0.027426000000000002,-0.07770375,-0.040163500000000005,0.01819425,0.01948825,0.07264224999999999,0.114212,0.06442400000000001,-0.020764249999999998,-0.0582585,-0.029951,0.06879899999999999,0.14417324999999998,0.0697455,-0.0102995,-0.057193,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.031413500000000004,0.0180355,0.0466895,0.027452750000000005,0.004066000000000002,0.022558750000000002,0.034696000000000005,0.0533475,0.04769475,0.020417,0.039615250000000005,0.04908,0.01833925,-0.013989749999999999,-0.01027575,0.022882999999999997,0.02266625,0.018589,0.03052075,0.04234475,0.09863425,0.1730125,0.1485665,0.05426725,0.0051997499999999995,-0.0088775,0.009014250000000001,0.02402675,-0.029116499999999997,-0.07426875,0.0030810000000000004,0.139312,0.17729224999999998,0.1328625,0.09783125,0.0838345,0.08062975,0.074574,0.045377249999999994,0.033225500000000005,0.05486225,0.0191195,-0.036426,-0.016465249999999997,0.01651375,0.013024750000000002,-0.032822000000000004,-0.053734500000000004,-0.0282105,-0.03447325,-0.056508,-0.0638525,-0.06851425,-0.08083975,-0.1122245,-0.138449,-0.09938024999999999,-0.06634675,-0.05606649999999999,-0.028329499999999997,-0.05563075,-0.057812,0.003632749999999999,0.03832,0.01535125,-0.0563395,-0.07017849999999999,0.011172749999999999,0.10202099999999999,0.13618599999999997,0.10677249999999999,0.050361500000000003,-0.020561,-0.067237,-0.06975575,-0.08276375,-0.11634025,-0.029615750000000003,0.19772725,0.22238225,0.02387875000000001,-0.054896499999999994,-0.029539499999999996,-0.0326435,-0.04997625,-0.05127275,-0.02924125,-0.039873000000000006,-0.08443325,-0.098831,-0.08956225000000001,-0.08624899999999999,-0.014081999999999997,0.06029575,0.06138175,0.117563,0.11840925,0.005395750000000005,-0.06653125,-0.0756435,-0.0582365,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.0033345000000000024,-0.012724250000000001,0.011085000000000001,0.01851175,0.0314345,0.036002,-0.0023555000000000017,-0.03336,-0.0337505,-0.04209425,-0.028732,-0.013577749999999998,-0.029346249999999997,-0.04012125,0.009305,0.052255750000000004,0.049351,0.05218725,0.028666999999999998,0.0070325,0.0130095,0.02057525,0.002879999999999999,-0.06281225,-0.12303475,-0.12322325,-0.0010450000000000043,0.10810075,-0.012531750000000008,-0.13768275000000002,-0.137409,-0.124947,-0.1103225,-0.12612600000000002,-0.1512,-0.1429085,-0.1691955,-0.21828550000000002,-0.14267325,-0.0224755,-0.03098425,-0.0854145,-0.10687325,-0.13867725,-0.150072,-0.12295625,-0.071607,-0.008393500000000002,0.03121175,0.05768625000000001,0.06612775000000001,0.028088250000000002,-4.917499999999991E-4,0.018109,0.037173250000000005,0.0574755,0.09701725,0.11536450000000001,0.098802,0.0928895,0.09014325000000001,0.09833875,0.06285325,-0.021817250000000003,-0.037637,-0.02227725,0.019048499999999996,0.08243224999999998,0.12378049999999999,0.143037,0.07773775000000001,-0.0339115,-0.0625415,-0.008540750000000003,0.04093475,0.06442524999999999,0.088009,0.07884050000000001,0.0536885,0.09189025,0.09471625,0.0423735,0.030955500000000004,-0.008256999999999997,-0.03519625,-0.022607999999999996,-0.046504500000000004,-0.0715075,-0.0790995,-0.07684550000000001,-0.0451015,-0.018653000000000003,-0.01323025,-0.0072435,-0.010505,0.007136499999999998,0.009335749999999999,-0.011785750000000001,-0.01626725,-0.0337475,-0.01600625,0,0,1,1,1,1,0,0,0,0,0,0,0,0
-0.016755,-0.033495,-0.04229125,-0.05327975,-0.06998774999999999,-0.06540225,-0.0537275,-0.03470725,-0.009015250000000002,-0.00484525,-0.0015279999999999981,0.02311675,0.04391625,0.03549475,0.028165000000000003,0.035828750000000006,0.023134500000000002,0.01727975,0.0397835,0.046373250000000005,0.01669125,0.0021182500000000003,0.008162,0.00969775,0.04659325,0.089197,0.079155,0.0725845,0.10477675,0.12630625,0.08168775,-0.04152524999999999,-0.148932,-0.156741,-0.08598075,-0.01835525,-0.0038482499999999997,-0.0149005,-0.025230500000000003,-0.0170135,0.0176225,0.008019999999999998,-0.033417,-0.011385750000000004,0.026474249999999998,0.0208,-0.00349075,-0.027548250000000003,-0.055944999999999995,-0.07474375,-0.06502775,-0.010284000000000001,0.01913125,-0.015908500000000003,-0.020394000000000002,-0.020286,-0.034956749999999995,-0.0060385000000000005,0.0237875,0.0098805,0.0019842500000000003,-0.008076,0.043303999999999995,0.20204249999999999,0.29439125,0.29717024999999997,0.19168825,-0.016290999999999993,-0.12775725,-0.157005,-0.14619225,-0.05430575,0.01762175,0.04655524999999999,0.06869724999999999,0.062216999999999995,0.0389245,0.015137000000000001,-0.011554249999999999,-0.019882499999999997,-0.047317,-0.057082749999999995,0.05002675,0.15534,0.12184125000000001,0.015892249999999997,-0.0561505,-0.043819,0.051922750000000004,0.039767250000000004,-0.07140425,-0.1134685,-0.12224875,-0.0729785,-0.0164915,-0.02773425,-0.004267,0.076771,0.08797050000000001,0.0514435,0.0494075,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.024517249999999997,0.01349425,0.016298,0.07545625,0.11651175,0.0832375,0.053260749999999996,0.045488,0.056041749999999994,0.07466675,0.054959,0.06187575,0.1178025,0.13272299999999998,0.10317925,0.03478875000000001,-0.0883475,-0.13397625,-0.0658035,-0.013018249999999999,0.025659,0.05577475,0.04810025,0.033799,0.0019110000000000012,-0.023347,-0.01608625,-0.02706825,-0.04642075,-0.04144975000000001,-0.007995250000000002,0.03202725,0.05444,0.06527825,0.070415,0.062415250000000005,0.035493,0.05473375,0.07608599999999999,0.01697925,-0.004176000000000001,-0.02651875,-0.09370224999999999,-0.09982925,-0.0923615,-0.07278275,-0.025696749999999997,0.02127475,0.070331,0.07313975,0.0431845,-0.01641325,-0.07446675,-0.041293250000000004,0.0015605000000000003,0.016462249999999998,0.05132825,0.0428865,-0.04666,-0.13177575,-0.08991350000000001,-0.0066320000000000025,0.035726,0.050944,0.012695749999999999,-0.0060137500000000035,0.021352499999999996,0.046042,-0.0028957500000000025,-0.065135,-0.021993,0.058620000000000005,0.09117875,0.060558,0.009640500000000001,-0.05456825,-0.14710374999999998,-0.13892149999999998,-0.03351375,-0.019050250000000005,-0.0811115,-0.02794375,0.050893499999999994,-0.027118250000000003,-0.045582250000000005,0.0848685,0.185597,0.2203715,0.2153695,0.124423,0.007461249999999996,-0.03092275,-0.0424875,-0.01981175,0.0227925,0.033384,3.7599999999999786E-4,-0.0678665,-0.10565949999999999,-0.1070635,-0.112889,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.09440225000000001,-0.10825775000000001,-0.12978975,-0.14660774999999998,-0.14106275000000001,-0.14717325,-0.16844525,-0.127458,-0.06669225,-0.07931724999999999,-0.11508399999999999,-0.12170625,-0.11356625000000001,-0.11048525000000001,-0.0683105,-0.02456025,-0.01478425,0.029379500000000003,0.054491250000000005,0.030946,0.0097805,-0.01872525,-0.05795525,-0.06193975,-0.0472615,-0.0457055,-0.02280425,-0.00971,-0.024063,-0.0035924999999999985,0.0561785,0.10827675,0.10783825,0.052829749999999995,0.003263249999999999,0.0013484999999999999,0.01988525,0.030079,0.029109000000000003,0.02346625,0.0082605,0.004309749999999999,0.028756,0.01659325,-0.02519975,-0.026807749999999998,-0.007966,0.010413500000000001,0.0652035,0.13935124999999998,0.1903465,0.13844499999999998,0.07099925,0.154901,0.16957175000000002,0.04642875,-0.050576750000000004,-0.0947785,-0.077045,-0.05159999999999999,-0.03036775,-0.01865425,-0.04474625000000001,-0.04422675000000001,0.007383250000000001,0.0399255,0.053840250000000006,0.046905,-0.0199325,-0.06110525,-0.0329515,-0.0037507499999999997,0.008463249999999999,-0.030060000000000003,-0.09578875,-0.06445975,0.004112250000000001,-0.00902875,-0.043315000000000006,0.011807000000000002,0.10531275000000001,0.11500125,0.06943275,-0.009836499999999998,-0.1100175,-0.137953,-0.09034600000000001,0.005321750000000007,0.11882450000000001,0.1332875,0.058424000000000004,0.0596325,0.07537425,-0.02676925,-0.081686,0.009067500000000003,0.101067,0.05090375000000001,-0.05536474999999999,-0.091766,-0.0995105,1,0,1,1,0,0,0,0,0,0,0,1,1,0
0.15079475,0.15822325,0.173094,0.18172875,0.16937425,0.15289675,0.1680805,0.144311,0.1301075,0.1760415,0.166988,0.14062425,0.16680325000000001,0.18731025,0.1752145,0.14259975,0.1103595,0.050740999999999994,-0.004019,-0.0072404999999999995,-0.01563525,-0.03669675,-0.0426565,-0.04941825,-0.062003,-0.06463075,-0.07428625,-0.08219850000000001,-0.069139,-0.045894000000000004,-0.010400500000000002,0.01118375,-0.0025747500000000015,-0.012185750000000002,-0.008869249999999999,-4.2374999999999965E-4,0.0230525,0.03040625,0.0140215,0.012242,0.019577749999999998,0.03439525,0.07508375,0.1013935,0.1029435,0.07061524999999999,-0.0013825000000000018,-0.04227275,-0.04958975,-0.053194500000000006,-0.05163625,-0.04663825,-0.0387955,-0.03361525,-0.037194000000000005,-0.047230499999999995,-0.05876575,-0.06387175,-0.06233325,-0.067079,-0.06206025,-0.06201525,-0.0834975,-0.083992,-0.13241025,-0.1837195,-0.11242350000000001,-0.12277099999999999,-0.18630075000000001,-0.11750175,-0.040989250000000005,-0.02147825,-0.020008,-0.014298250000000002,-0.035197,-0.05685175,-0.015034,0.014734750000000001,-0.00494,-0.0269845,-0.03597225,-0.04014275,-0.0394575,-0.024066999999999998,-0.014372,-0.02190425,-0.02839975,-0.030789749999999998,-0.03824175,-0.039163,-0.029607500000000002,-0.0226715,-0.021381,8.925000000000009E-4,0.024725000000000004,0.007838750000000002,0.058903,0.11954524999999999,0.04175949999999999,-0.01876125,0.01641,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.006089000000000001,-0.04115325,-0.009554499999999999,0.04953175,0.08442625000000001,0.09645424999999999,0.10617,0.05173725,-0.016163249999999997,-0.009957749999999998,0.028060250000000002,0.06789675,0.065557,0.06911775,0.0848585,0.03107,-0.02988225,-0.06904450000000001,-0.0883075,-0.038829999999999996,0.05337624999999999,0.07634474999999999,0.018026,-0.042658,-0.08204225000000001,-0.08866,-0.06805549999999999,-0.091802,-0.13895875,-0.138934,-0.054658,0.07991799999999999,0.12940949999999998,0.13431774999999999,0.142446,0.10641375,0.04846575,-0.003135249999999999,0.013774249999999998,0.101747,0.04587625,-0.10446449999999999,-0.0641065,0.010561,-0.0045042500000000004,-5.317500000000001E-4,0.019031,0.068157,0.10920750000000001,0.07857275,0.016164249999999998,-0.060415750000000004,-0.11383525,-0.10525625,-0.082985,-0.02498975,0.04259625,3.967499999999978E-4,-0.057760500000000006,-0.040537500000000004,-0.02955075,6.267500000000023E-4,0.022512750000000005,-0.021279499999999996,-0.07566675,-0.09878300000000001,-0.08636475,-0.029908750000000005,0.030182,0.03060425,0.050359499999999995,0.08443125,0.0524695,-0.03201425000000001,-0.09561225000000001,-0.0729225,-0.0589415,-0.09298500000000001,-0.08587125000000001,-0.0440615,0.03829300000000001,0.064662,0.0377675,0.09034975,0.06266000000000001,-0.045292,-0.0584305,0.02570725,0.10942725,0.08786525,0.004743500000000001,-0.0517765,-0.020196000000000006,0.03263574999999999,0.015061249999999995,-0.006813500000000004,-0.031499250000000006,-0.049265,-0.065427,-0.0902165,-0.05891425,0,0,1,1,0,0,0,0,0,0,0,1,1,0
