@relation zz

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute fea1 {0,1}
@attribute fea2 {0,1}
@attribute fea3 {0,1}
@attribute fea4 {0,1}
@attribute fea5 {0,1}
@attribute fea6 {0,1}

@data
0.071877,-24.373844000000002,-22.332006000000003,-22.157389666666663,2.955804333333333,1.1520996666666667,1.380878,0.8880166666666667,0.844016,0.6714756666666667,0.7408303333333333,0.6697133333333335,0.5852453333333333,0.6005083333333333,0.4572213333333333,0.3234396666666666,0.06583466666666667,1.976942,2.479535333333333,2.8563419999999997,1.2861213333333334,0.9952359999999999,0.8194596666666666,0.674912,0.5902793333333333,0.564782,0.5285423333333332,0.5175456666666666,0.4971656666666666,0.48196100000000003,0.3273756666666666,0.17588166666666663,0.024378333333333335,2.7386243333333335,3.080816333333333,3.2860449999999997,0.837374,0.6115076666666667,0.4965863333333333,0.33124333333333333,0.2752003333333333,0.2970183333333334,0.2874096666666667,0.2804676666666666,0.2726326666666667,0.27435333333333334,0.2117403333333333,0.13637533333333332,0.044544,1.619850666666667,1.7667096666666666,1.8604593333333337,0.3686313333333333,0.2484386666666667,0.18483933333333336,0.14985133333333334,0.12986766666666666,0.14003833333333335,0.12079433333333334,0.11568366666666667,0.109887,0.10468999999999999,0.088196,22.71531933333333,22.688657333333335,68.004979,46.004979,46.081818999999996,0.7835073333333334,0.2519736666666667,0,1,1,0,0,0
0.146618,-20.741985666666668,-19.771847,-19.873139666666667,1.0426853333333332,0.18838133333333332,0.41393433333333335,0.373397,0.269409,0.29595499999999997,0.4804366666666667,0.6224516666666667,0.5815640000000001,0.6371096666666666,0.41442833333333334,0.36338866666666664,0.12103200000000001,1.2592273333333333,1.7039480000000002,2.0070696666666668,1.1149263333333332,0.7531586666666668,0.604781,0.5109793333333333,0.5008750000000001,0.4975373333333333,0.48424633333333333,0.4723366666666666,0.44811566666666663,0.42225799999999997,0.27840266666666663,0.164085,0.032251999999999996,0.442372,0.6946216666666668,0.7755809999999999,0.47686433333333333,0.26863,0.24050633333333335,0.183899,0.1635633333333333,0.16693066666666667,0.15657333333333334,0.1504066666666667,0.13357300000000003,0.12026300000000001,0.085079,0.06465833333333333,0.038817,1.353319,1.4584590000000002,1.5047610000000002,0.22275799999999998,0.128085,0.10097066666666667,0.08112599999999999,0.06814333333333333,0.058947,0.05742966666666668,0.06019333333333333,0.06373266666666666,0.05977466666666666,0.135557,23.445532,23.523798999999997,70.092122,47.42545533333333,47.447849,0.8733043333333333,0.4436123333333333,1,0,0,0,0,1
0.156174,-21.625782666666666,-20.785317,-20.600438,1.5717693333333334,0.8927466666666667,0.8428683333333334,0.6249813333333334,0.52879,0.5804313333333333,0.5184046666666667,0.473952,0.3560776666666667,0.26173833333333335,0.1773313333333333,0.152218,0.111362,1.6953616666666669,2.028051666666667,2.3040730000000003,0.9955663333333332,0.851276,0.7468756666666666,0.6570483333333333,0.5879606666666667,0.5797869999999999,0.5540809999999999,0.542447,0.531107,0.49542033333333335,0.32565533333333335,0.18503566666666668,0.03602333333333333,0.946288,1.120355,1.3714639999999998,0.6410753333333333,0.6401396666666667,0.47991600000000006,0.4362533333333333,0.39960733333333337,0.3816536666666666,0.3344776666666667,0.26579966666666666,0.253961,0.221228,0.14264933333333332,0.10052366666666668,0.044389333333333336,1.1556149999999998,1.2772636666666666,1.3250103333333332,0.26025266666666663,0.1782393333333333,0.15252466666666664,0.13979133333333335,0.11477333333333334,0.113084,0.10593833333333334,0.10312933333333334,0.09955166666666666,0.08886333333333334,0.10910399999999999,20.41579833333333,20.387191333333334,81.33333333333333,62.0,62.062897666666665,1.0782113333333332,0.23066866666666666,0,1,0,0,0,1
0.11173633333333333,-26.670808000000005,-24.795765333333335,-24.610631666666666,2.742709,1.2997500000000002,1.3301036666666668,1.0150283333333334,0.670166,0.5600516666666667,0.5168776666666667,0.560031,0.583969,0.5645803333333334,0.38442499999999996,0.317837,0.12542733333333334,2.348627,2.7140253333333333,3.1210399999999994,1.20992,0.9876346666666667,0.8013456666666666,0.7093353333333333,0.7019586666666666,0.699515,0.655458,0.6038103333333333,0.5378919999999999,0.5103559999999999,0.3393116666666666,0.20747833333333332,0.045391666666666663,1.369261,1.5526313333333335,1.8588259999999999,0.7180123333333334,0.625509,0.493183,0.4091466666666667,0.385656,0.3170626666666667,0.29894166666666666,0.3159516666666667,0.29905933333333334,0.289007,0.18007399999999998,0.1284816666666667,0.06028833333333334,1.424432666666667,1.5383740000000001,1.622388666666667,0.32938766666666663,0.2232213333333333,0.19085666666666665,0.15028699999999998,0.154523,0.14900866666666668,0.14546699999999999,0.13123433333333334,0.118578,0.12143,0.09816233333333334,22.055114,22.083191333333335,66.068854,44.735520666666666,44.70094633333333,0.781591,0.23192733333333335,0,0,1,0,0,0
0.09840633333333333,-31.159026666666666,-29.358243666666667,-29.030086,2.5022143333333333,0.9512499999999999,0.8306053333333333,0.6944496666666667,0.6633056666666666,0.677654,0.8178369999999999,0.7503453333333333,0.653283,0.47781699999999994,0.291591,0.1687263333333333,0.050252,1.6234326666666667,1.9669986666666668,2.2661183333333335,0.8926833333333333,0.7338066666666667,0.6091003333333332,0.5733403333333333,0.555022,0.602862,0.643163,0.6779600000000001,0.660434,0.636918,0.4228906666666667,0.25402033333333335,0.06478466666666667,2.62016,3.1053793333333335,3.4443240000000004,1.0704103333333332,0.728081,0.560491,0.5481916666666667,0.5617070000000001,0.592487,0.6066286666666666,0.5793256666666666,0.586396,0.6000739999999999,0.4373606666666667,0.25395066666666666,0.05135733333333333,1.734435333333333,1.889167333333333,1.9649613333333331,0.32314966666666667,0.197789,0.16223733333333334,0.15628466666666666,0.17193433333333333,0.2313613333333333,0.26788666666666666,0.2819683333333333,0.266971,0.24641100000000002,0.16783066666666668,33.406432,33.39111566666667,100.04801300000001,67.38134633333333,67.39839866666667,0.8353323333333335,0.3966046666666667,0,0,0,1,0,0
0.086619,-23.19507133333333,-21.032494666666665,-20.645264,3.576943333333333,1.545223,1.3865446666666665,0.3807146666666666,0.325973,0.0031356666666666664,0.159559,0.09894933333333333,0.312552,0.3216826666666666,0.28966,0.198909,0.09670433333333334,1.8811833333333334,2.369056666666667,2.7365783333333336,1.2330083333333335,0.932127,0.7825743333333334,0.6849496666666667,0.6397306666666666,0.596184,0.5643833333333333,0.5197843333333333,0.49405733333333335,0.4780626666666667,0.3259456666666667,0.17824500000000001,0.02502566666666667,1.297728,1.5378273333333334,1.8045666666666664,0.7129686666666667,0.588622,0.45948399999999995,0.45323800000000003,0.49031933333333333,0.5079063333333332,0.48038800000000004,0.42949433333333337,0.37440566666666664,0.334779,0.22868033333333335,0.150985,0.04668766666666666,1.5991283333333335,1.7219870000000002,1.8283570000000002,0.35600066666666663,0.259534,0.18864266666666665,0.12889533333333333,0.12061300000000001,0.11695033333333334,0.13490133333333335,0.11937999999999999,0.11509866666666667,0.08851866666666668,0.1337843333333333,21.430286666666664,21.424184666666665,64.01795666666668,43.35129,43.467894666666666,0.883198,0.43306266666666665,0,1,1,0,0,0
0.096522,-22.824180666666667,-21.522619333333335,-21.165587333333335,2.4215816666666665,1.2480273333333332,1.1574236666666666,0.6899283333333334,0.542758,0.42266833333333337,0.257869,0.48628333333333335,0.5847593333333333,0.6508273333333333,0.40470366666666663,0.17408633333333334,0.062448000000000004,1.3214133333333333,1.5892656666666667,1.9026246666666669,0.8337709999999999,0.7130610000000001,0.552194,0.5010463333333334,0.47242500000000004,0.456822,0.4482466666666667,0.43509466666666663,0.44642066666666663,0.4557253333333333,0.3167413333333333,0.17619766666666667,0.026936333333333336,0.9247523333333333,1.0487723333333332,1.2525003333333333,0.4602766666666667,0.40925966666666674,0.2637213333333333,0.22520533333333334,0.20178566666666667,0.199927,0.186979,0.192033,0.219086,0.21869733333333333,0.15444366666666667,0.08563799999999999,0.03534333333333333,1.2865026666666666,1.3663086666666668,1.4170003333333332,0.21090399999999998,0.14783866666666665,0.11678833333333333,0.09221266666666667,0.08044733333333333,0.07686233333333334,0.07085433333333334,0.07493166666666667,0.08029666666666667,0.09571433333333335,0.12536499999999998,20.093875,20.175389,60.119423000000005,40.78608966666667,40.91854266666667,1.0609696666666666,0.7886056666666666,1,1,0,0,0,0
0.078314,-22.738686,-21.251952,-20.984950333333334,2.3643026666666667,1.3436283333333332,1.4671883333333333,1.2147136666666667,0.9874266666666666,0.6142483333333333,0.47767966666666667,0.46826833333333334,0.651247,0.7488800000000001,0.5012666666666666,0.3115036666666666,0.070212,2.005630666666667,2.4831926666666666,2.856187333333333,1.273601,1.089826,0.9535290000000001,0.8632750000000001,0.7424656666666666,0.7108386666666666,0.6172086666666666,0.5621643333333334,0.5310143333333334,0.5044973333333334,0.35047566666666663,0.176135,0.024366333333333337,0.7768213333333334,0.9574056666666667,1.080229,0.465118,0.40555399999999997,0.367616,0.3164126666666667,0.2591966666666667,0.2532503333333333,0.22456666666666666,0.18935433333333332,0.17300333333333331,0.160937,0.13008833333333333,0.087277,0.044221,1.2686723333333332,1.371268,1.4383533333333334,0.281312,0.24256733333333333,0.201018,0.16047866666666669,0.12323433333333333,0.12351066666666666,0.12235266666666667,0.10001833333333333,0.09176033333333333,0.07817133333333333,0.06364399999999999,17.703275,17.699212666666668,53.01991866666666,36.01991866666666,36.07902333333333,0.7748723333333333,0.21813333333333332,0,0,0,0,0,1
0.16021733333333332,-25.269923333333335,-24.564254000000002,-24.145396,1.8180116666666664,1.3708573333333334,1.278992,1.0104333333333333,0.9375226666666667,0.8358599999999999,0.8253666666666667,0.7837583333333334,0.7328943333333333,0.6750006666666666,0.4594036666666667,0.36181366666666664,0.15369433333333335,2.2953416666666664,2.6958586666666666,3.0694019999999997,1.1714996666666668,0.9003663333333334,0.7389713333333333,0.6459276666666667,0.562046,0.5055306666666667,0.49327233333333337,0.49759466666666663,0.482447,0.46624099999999996,0.313258,0.175135,0.026827,0.8493933333333333,0.96265,1.1055773333333334,0.41558066666666665,0.34954066666666667,0.2759643333333333,0.172933,0.14853633333333335,0.12156933333333335,0.13759966666666668,0.14608033333333334,0.15854966666666667,0.1553766666666667,0.11303433333333333,0.06530699999999999,0.026233999999999997,1.3289496666666667,1.3932353333333334,1.4386456666666667,0.18981666666666666,0.15498266666666666,0.13827533333333333,0.0984,0.08529066666666667,0.06983566666666667,0.079107,0.07266266666666667,0.075341,0.08003400000000001,0.320286,22.294906333333333,22.645661333333333,66.38537133333334,45.052038,45.043690999999995,1.4450859999999999,1.5568386666666667,1,1,0,0,0,0
0.056813333333333334,-27.671975333333332,-23.949403,-23.547116666666664,4.5045649999999995,1.0765326666666668,0.7835033333333333,0.450256,0.266349,0.27529766666666666,0.3390803333333334,0.2921013333333333,0.3190036666666667,0.4440836666666666,0.3648126666666667,0.20158466666666666,0.019139666666666666,1.1155263333333332,1.3964359999999998,1.6016813333333333,0.665821,0.5408256666666666,0.45791133333333334,0.4445886666666667,0.4207863333333333,0.429092,0.405381,0.4090206666666667,0.40024566666666667,0.39616733333333337,0.258936,0.14044833333333331,0.020416,1.7518043333333333,2.1354473333333335,2.478142,0.8820236666666667,0.6441736666666666,0.39136433333333337,0.3875516666666667,0.36037766666666665,0.4244426666666667,0.3704796666666667,0.35092033333333333,0.29740833333333333,0.31106833333333334,0.20866533333333337,0.12602066666666667,0.04021533333333333,1.612138,1.8262946666666668,1.9004716666666666,0.379689,0.19030766666666665,0.14856533333333333,0.136815,0.1372536666666667,0.14775133333333332,0.14808533333333332,0.16420966666666667,0.14915066666666665,0.12806433333333334,0.07478633333333333,33.369952,33.34194766666666,100.0,67.33333333333333,67.361592,0.7408546666666668,0.15708866666666665,0,0,1,1,1,0
